song_id,artist_name,song_name,popularity,energy,valence,danceability,explicit,loudness,duration_ms
The Everly Brothers - Cathy's Clown - 2007 Remaster,The Everly Brothers,Cathy's Clown - 2007 Remaster,51,0.561,0.89,0.507,0,-10.472,145933
The Everly Brothers - Crying In the Rain (Single Version),The Everly Brothers,Crying In the Rain (Single Version),55,0.442,0.512,0.633,0,-7.941,121453
The Everly Brothers - Devoted to You,The Everly Brothers,Devoted to You,54,0.174,0.472,0.512,0,-13.465,144466
The Everly Brothers - Let It Be Me,The Everly Brothers,Let It Be Me,57,0.137,0.227,0.221,0,-14.466,158560
The Everly Brothers - Love Hurts - 2007 Remaster,The Everly Brothers,Love Hurts - 2007 Remaster,48,0.246,0.539,0.65,0,-16.171,142306
The Everly Brothers - Wake Up Little Susie,The Everly Brothers,Wake Up Little Susie,50,0.725,0.84,0.705,0,-7.529,126640
The Everly Brothers - Walk Right Back - 2022 Remaster,The Everly Brothers,Walk Right Back - 2022 Remaster,46,0.396,0.828,0.579,0,-12.693,139306
The Miracles - Do It Baby,The Miracles,Do It Baby,38,0.558,0.871,0.719,0,-10.063,184253
The Miracles - I Don't Need No Reason,The Miracles,I Don't Need No Reason,39,0.721,0.912,0.377,0,-7.415,129973
The Miracles - I'll Try Something New,The Miracles,I'll Try Something New,39,0.526,0.815,0.436,0,-8.643,158346
The Miracles - Love Machine,The Miracles,Love Machine,41,0.984,0.721,0.739,0,-4.52,415133
The Miracles - Shop Around,The Miracles,Shop Around,50,0.7,0.901,0.552,0,-4.533,170760
The Miracles - You've Really Got A Hold On Me,The Miracles,You've Really Got A Hold On Me,62,0.448,0.567,0.68,0,-8.398,177706
The Pointer Sisters - Automatic,The Pointer Sisters,Automatic,52,0.624,0.935,0.786,0,-9.607,287160
The Pointer Sisters - Fire,The Pointer Sisters,Fire,56,0.615,0.637,0.65,0,-9.332,210640
The Pointer Sisters - Happiness,The Pointer Sisters,Happiness,43,0.843,0.494,0.627,0,-7.677,239933
The Pointer Sisters - He's so Shy,The Pointer Sisters,He's so Shy,53,0.736,0.967,0.871,0,-7.896,218320
The Pointer Sisters - I'm So Excited,The Pointer Sisters,I'm So Excited,74,0.868,0.798,0.59,0,-5.832,230640
"The Pointer Sisters - I'm So Excited - 12"" Remix",The Pointer Sisters,"I'm So Excited - 12"" Remix",41,0.738,0.875,0.592,0,-8.355,293920
The Pointer Sisters - Jump (Original Mix),The Pointer Sisters,Jump (Original Mix),64,0.826,0.813,0.846,0,-7.909,262560
The Pointer Sisters - Neutron Dance,The Pointer Sisters,Neutron Dance,51,0.816,0.922,0.716,0,-8.226,252106
The Pointer Sisters - Slow Hand,The Pointer Sisters,Slow Hand,59,0.558,0.359,0.826,0,-7.766,231960
The Rolling Stones - (I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,79,0.863,0.931,0.723,0,-7.89,222813
The Rolling Stones - Angie - Remastered 2009,The Rolling Stones,Angie - Remastered 2009,74,0.507,0.42,0.424,0,-7.757,272731
The Rolling Stones - Beast Of Burden - Remastered 1994,The Rolling Stones,Beast Of Burden - Remastered 1994,78,0.878,0.885,0.783,0,-3.864,265173
The Rolling Stones - Honky Tonk Women,The Rolling Stones,Honky Tonk Women,70,0.778,0.969,0.548,0,-6.367,181395
The Rolling Stones - Miss You - Remastered,The Rolling Stones,Miss You - Remastered,72,0.683,0.851,0.795,0,-5.621,288666
"The Rolling Stones - Paint It, Black",The Rolling Stones,"Paint It, Black",85,0.793,0.615,0.483,0,-8.737,203395
The Rolling Stones - Start Me Up - Remastered 2009,The Rolling Stones,Start Me Up - Remastered 2009,81,0.903,0.966,0.625,0,-4.552,213008
The Rolling Stones - Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,74,0.668,0.561,0.702,0,-9.237,378146
The Rolling Stones - Wild Horses - 2009 Mix,The Rolling Stones,Wild Horses - 2009 Mix,71,0.392,0.169,0.435,0,-6.501,342813
The Supremes - Baby Love,The Supremes,Baby Love,69,0.609,0.651,0.554,0,-7.728,157413
The Supremes - Come See About Me,The Supremes,Come See About Me,62,0.612,0.773,0.719,0,-9.15,159893
The Supremes - I Hear A Symphony,The Supremes,I Hear A Symphony,51,0.476,0.373,0.563,0,-7.289,160400
The Supremes - My World Is Empty Without You,The Supremes,My World Is Empty Without You,50,0.761,0.82,0.47,0,-6.775,154386
"The Supremes - River Deep, Mountain High",The Supremes,"River Deep, Mountain High",36,0.821,0.921,0.49,0,-9.034,189306
The Supremes - Stoned Love,The Supremes,Stoned Love,42,0.657,0.486,0.547,0,-6.86,177346
The Supremes - Stop! In The Name Of Love,The Supremes,Stop! In The Name Of Love,65,0.574,0.497,0.621,0,-6.577,173986
The Supremes - Where Did Our Love Go,The Supremes,Where Did Our Love Go,66,0.401,0.434,0.52,0,-8.519,152026
The Supremes - You Can't Hurry Love,The Supremes,You Can't Hurry Love,74,0.619,0.626,0.43,0,-8.447,166240
The Supremes - You Keep Me Hangin' On,The Supremes,You Keep Me Hangin' On,57,0.509,0.711,0.701,0,-8.603,161666
The Temptations - Ain't No Mountain High Enough,The Temptations,Ain't No Mountain High Enough,29,0.86,0.713,0.756,0,-6.186,251013
The Temptations - Ain't Too Proud To Beg,The Temptations,Ain't Too Proud To Beg,68,0.589,0.961,0.829,0,-7.853,172986
The Temptations - Get Ready,The Temptations,Get Ready,64,0.587,0.791,0.638,0,-8.644,176666
The Temptations - I Can't Get Next To You,The Temptations,I Can't Get Next To You,53,0.83,0.684,0.793,0,-8.988,179786
The Temptations - I Wish It Would Rain,The Temptations,I Wish It Would Rain,56,0.623,0.555,0.471,0,-8.043,194053
The Temptations - I'm Gonna Make You Love Me,The Temptations,I'm Gonna Make You Love Me,52,0.393,0.427,0.635,0,-11.894,187333
The Temptations - Just My Imagination (Running Away With Me),The Temptations,Just My Imagination (Running Away With Me),63,0.242,0.477,0.425,0,-15.424,228160
The Temptations - My Girl,The Temptations,My Girl,82,0.487,0.886,0.76,0,-9.17,180893
The Temptations - The Way You Do The Things You Do,The Temptations,The Way You Do The Things You Do,58,0.602,0.892,0.753,0,-9.418,179093
The Weeknd - Blinding Lights,The Weeknd,Blinding Lights,91,0.727,0.342,0.518,0,-5.947,200045
The Weeknd - Die For You,The Weeknd,Die For You,87,0.498,0.456,0.483,0,-8.131,260255
The Weeknd - Save Your Tears,The Weeknd,Save Your Tears,88,0.817,0.623,0.684,1,-5.499,215627
The Weeknd - Starboy,The Weeknd,Starboy,92,0.587,0.486,0.679,1,-7.015,230453
The Weeknd - Stargirl Interlude,The Weeknd,Stargirl Interlude,86,0.474,0.441,0.638,0,-12.7,111640
The Weeknd - The Hills,The Weeknd,The Hills,87,0.564,0.137,0.585,1,-7.063,242253
Three Dog Night - An Old Fashioned Love Song,Three Dog Night,An Old Fashioned Love Song,46,0.451,0.748,0.516,0,-13.583,203373
Three Dog Night - Black And White,Three Dog Night,Black And White,45,0.673,0.943,0.644,0,-11.814,225133
Three Dog Night - Easy To Be Hard - Single Version,Three Dog Night,Easy To Be Hard - Single Version,40,0.433,0.294,0.329,0,-10.582,193333
Three Dog Night - Joy To The World,Three Dog Night,Joy To The World,66,0.726,0.968,0.591,0,-13.545,214960
Three Dog Night - Mama Told Me (Not To Come) - Single Version,Three Dog Night,Mama Told Me (Not To Come) - Single Version,64,0.771,0.719,0.657,0,-9.026,199160
Three Dog Night - Never Been To Spain - Single Version,Three Dog Night,Never Been To Spain - Single Version,60,0.682,0.724,0.513,0,-8.963,224306
Three Dog Night - One - Single Version,Three Dog Night,One - Single Version,53,0.519,0.442,0.348,0,-8.468,183800
Three Dog Night - Out In The Country,Three Dog Night,Out In The Country,49,0.577,0.511,0.592,0,-10.421,188040
Three Dog Night - Shambala - Single Version,Three Dog Night,Shambala - Single Version,59,0.769,0.834,0.604,0,-8.383,205560
Whitney Houston - Greatest Love of All,Whitney Houston,Greatest Love of All,69,0.399,0.29,0.534,0,-10.45,296600
Whitney Houston - Higher Love,Whitney Houston,Higher Love,75,0.631,0.384,0.686,0,-8.744,228193
Whitney Houston - How Will I Know,Whitney Houston,How Will I Know,72,0.683,0.663,0.758,0,-5.465,213294
Whitney Houston - I Have Nothing,Whitney Houston,I Have Nothing,77,0.401,0.24,0.541,0,-10.499,289160
Whitney Houston - I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),85,0.81,0.879,0.708,0,-8.71,292738
Whitney Houston - I Will Always Love You,Whitney Houston,I Will Always Love You,79,0.214,0.11,0.332,0,-12.518,271093
Whitney Houston - My Love Is Your Love,Whitney Houston,My Love Is Your Love,68,0.451,0.454,0.769,0,-10.033,261515
Whitney Houston - Saving All My Love for You,Whitney Houston,Saving All My Love for You,70,0.359,0.237,0.393,0,-10.092,239315
Whitney Houston - When You Believe - from The Prince of Egypt,Whitney Houston,When You Believe - from The Prince of Egypt,66,0.391,0.126,0.436,0,-9.62,272893
